symbol,timestamp,source,data_type,bid,ask,price,volume,spread_raw,spread_table,volatility,market_sentiment,trading_activity
SHEL,1736084673592,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.56,6101893.0,-1.0,-1.0,1.272,-0.108,69.71
XOM,1736084679422,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.05,11003118.0,-1.0,-1.0,0.836,0.741,36.91
COP,1736084680527,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.82,2977639.0,-1.0,-1.0,0.544,-0.037,5.78
COP,1736084683261,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.39,3071828.0,-1.0,-1.0,0.554,-0.001,7.9
COP,1736084685725,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.5,2999944.0,-1.0,-1.0,0.545,-0.03,6.38
XOM,1736084691920,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.88,10274819.0,-1.0,-1.0,0.858,0.773,42.42
COP,1736084692915,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.08,2904734.0,-1.0,-1.0,0.544,0.027,12.42
XOM,1736084694776,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.33,10564326.0,-1.0,-1.0,0.85,0.696,41.17
SHEL,1736084697060,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.6,5627908.0,-1.0,-1.0,1.247,-0.136,70.57
XOM,1736084698044,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.15,10604546.0,-1.0,-1.0,0.85,0.767,45.22
XOM,1736084699618,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.65,10672246.0,-1.0,-1.0,0.843,0.859,45.97
BP,1736084699903,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.75,5667480.0,-1.0,-1.0,0.25,0.842,100.0
COP,1736084701534,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.59,2840012.0,-1.0,-1.0,0.551,0.038,16.38
COP,1736084703267,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.33,2767345.0,-1.0,-1.0,0.554,0.092,15.81
XOM,1736084705993,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.66,11131029.0,-1.0,-1.0,0.849,0.89,50.3
XOM,1736084707304,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.2,11340700.0,-1.0,-1.0,0.836,0.872,49.5
SHEL,1736084708109,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.43,5728884.0,-1.0,-1.0,1.244,-0.064,66.19
SHEL,1736084714924,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.46,5879904.0,-1.0,-1.0,1.262,-0.062,66.34
SHEL,1736084716178,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.62,5786528.0,-1.0,-1.0,1.267,0.006,70.97
BP,1736084716919,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.73,6042567.0,-1.0,-1.0,0.247,0.902,95.54
BP,1736084719179,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.59,6317131.0,-1.0,-1.0,0.246,0.846,94.55
BP,1736084728599,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.59,6297116.0,-1.0,-1.0,0.244,0.753,90.27
XOM,1736084729229,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.4,11593884.0,-1.0,-1.0,0.837,0.667,46.4
SHEL,1736084731222,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.05,6636511.0,-1.0,-1.0,1.284,0.084,74.23
BP,1736084732177,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.67,6387825.0,-1.0,-1.0,0.249,0.757,83.23
SHEL,1736084738098,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.02,6951255.0,-1.0,-1.0,1.306,0.151,70.07
BP,1736084741918,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.74,6522267.0,-1.0,-1.0,0.26,0.839,78.31
SHEL,1736084744968,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.9,7393397.0,-1.0,-1.0,1.281,0.127,76.69
SHEL,1736084752517,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.96,7128813.0,-1.0,-1.0,1.284,0.243,77.03
SHEL,1736084753838,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.9,7136673.0,-1.0,-1.0,1.304,0.187,78.54
SHEL,1736084760054,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.08,6761834.0,-1.0,-1.0,1.299,0.259,77.05
XOM,1736084760707,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.72,11004317.0,-1.0,-1.0,0.846,0.465,41.26
XOM,1736084768779,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.52,11538520.0,-1.0,-1.0,0.853,0.491,45.3
SHEL,1736084770422,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.38,6816459.0,-1.0,-1.0,1.281,0.167,75.27
SHEL,1736084774572,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.58,6652812.0,-1.0,-1.0,1.3,0.22,77.67
BP,1736084777631,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.83,6392232.0,-1.0,-1.0,0.262,0.846,78.53
BP,1736084780981,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.77,6533643.0,-1.0,-1.0,0.259,0.882,75.94
XOM,1736084782643,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.27,12056191.0,-1.0,-1.0,0.864,0.469,41.83
SHEL,1736084783709,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.13,7160434.0,-1.0,-1.0,1.314,0.102,83.14
BP,1736084784999,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.99,6519975.0,-1.0,-1.0,0.26,0.833,79.85
COP,1736084785438,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.34,3556127.0,-1.0,-1.0,0.536,0.169,20.29
SHEL,1736084787902,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.29,7537742.0,-1.0,-1.0,1.313,0.113,87.26
COP,1736084788864,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.1,3732363.0,-1.0,-1.0,0.535,0.153,20.42
SHEL,1736084789894,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.55,7215904.0,-1.0,-1.0,1.31,0.113,82.06
BP,1736084793632,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.86,6688303.0,-1.0,-1.0,0.25,0.98,86.71
BP,1736084794404,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.81,6766644.0,-1.0,-1.0,0.247,1.0,82.18
SHEL,1736084796499,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.78,6987850.0,-1.0,-1.0,1.335,0.138,85.67
BP,1736084803848,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.81,7071515.0,-1.0,-1.0,0.251,1.0,85.7
COP,1736084805429,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.13,3873118.0,-1.0,-1.0,0.545,0.194,32.01
SHEL,1736084807326,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.0,7158640.0,-1.0,-1.0,1.329,0.136,79.33
XOM,1736084808171,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.98,11473806.0,-1.0,-1.0,0.885,0.518,39.16
BP,1736084815641,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.76,7389864.0,-1.0,-1.0,0.243,1.0,81.52
SHEL,1736084823361,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.31,7097265.0,-1.0,-1.0,1.342,-0.137,66.12
SHEL,1736084825417,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.08,7673519.0,-1.0,-1.0,1.356,-0.248,63.69
SHEL,1736084827818,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.45,8092722.0,-1.0,-1.0,1.333,-0.322,66.51
SHEL,1736084829334,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.23,7831477.0,-1.0,-1.0,1.338,-0.356,62.43
SHEL,1736084831329,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.3,7878779.0,-1.0,-1.0,1.338,-0.316,59.02
SHEL,1736084833844,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.11,7674193.0,-1.0,-1.0,1.328,-0.408,54.99
XOM,1736084835939,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.69,10671996.0,-1.0,-1.0,0.873,0.662,38.48
XOM,1736084843613,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.48,11368020.0,-1.0,-1.0,0.873,0.466,39.81
SHEL,1736084845433,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.45,8245376.0,-1.0,-1.0,1.357,-0.411,55.36
SHEL,1736084847136,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.65,8379372.0,-1.0,-1.0,1.341,-0.43,51.68
XOM,1736084847329,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.93,10901770.0,-1.0,-1.0,0.873,0.387,35.69
BP,1736084849425,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.01,7867340.0,-1.0,-1.0,0.24,1.0,79.94
BP,1736084850911,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.2,7842376.0,-1.0,-1.0,0.238,0.917,76.33
SHEL,1736084853493,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.98,8902505.0,-1.0,-1.0,1.345,-0.635,44.38
BP,1736084857153,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.1,7384553.0,-1.0,-1.0,0.248,0.821,72.24
COP,1736084859412,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.59,3594681.0,-1.0,-1.0,0.537,0.087,33.63
BP,1736084860913,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.14,7474478.0,-1.0,-1.0,0.248,0.856,75.02
SHEL,1736084864506,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.67,9648125.0,-1.0,-1.0,1.308,-0.483,41.81
COP,1736084866921,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.41,3656662.0,-1.0,-1.0,0.536,0.097,26.85
SHEL,1736084869957,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.75,9343775.0,-1.0,-1.0,1.307,-0.553,40.61
BP,1736084874671,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.09,7597331.0,-1.0,-1.0,0.249,0.783,73.42
SHEL,1736084877241,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.92,9427506.0,-1.0,-1.0,1.331,-0.55,44.81
COP,1736084878696,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.63,3659704.0,-1.0,-1.0,0.545,0.174,28.5
COP,1736084881051,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.8,3830329.0,-1.0,-1.0,0.54,0.193,32.46
SHEL,1736084887363,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.55,9134448.0,-1.0,-1.0,1.353,-0.616,43.59
COP,1736084887902,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.01,3717214.0,-1.0,-1.0,0.547,0.179,30.74
XOM,1736084888152,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.02,9955583.0,-1.0,-1.0,0.847,0.433,44.19
BP,1736084889688,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.96,7666382.0,-1.0,-1.0,0.247,0.723,64.9
SHEL,1736084895339,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.68,8800662.0,-1.0,-1.0,1.355,-0.686,42.25
BP,1736084896632,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.9,8028188.0,-1.0,-1.0,0.243,0.614,70.64
SHEL,1736084901181,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.07,8370050.0,-1.0,-1.0,1.349,-0.769,51.4
SHEL,1736084902899,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.37,8767172.0,-1.0,-1.0,1.332,-0.867,55.18
SHEL,1736084904773,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.65,8825941.0,-1.0,-1.0,1.344,-0.834,55.55
BP,1736084909720,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.8,8300688.0,-1.0,-1.0,0.243,0.666,66.7
COP,1736084913096,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.25,3720670.0,-1.0,-1.0,0.529,0.368,30.47
COP,1736084916607,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.05,4010545.0,-1.0,-1.0,0.529,0.31,29.04
COP,1736084920327,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.99,3992478.0,-1.0,-1.0,0.519,0.271,28.14
XOM,1736084923096,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.72,11267577.0,-1.0,-1.0,0.819,0.564,42.56
BP,1736084924404,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.93,8204374.0,-1.0,-1.0,0.243,0.778,60.9
SHEL,1736084928310,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.72,8777576.0,-1.0,-1.0,1.405,-0.636,64.6
BP,1736084930212,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.09,8237675.0,-1.0,-1.0,0.242,0.859,56.99
COP,1736084933847,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.53,4178487.0,-1.0,-1.0,0.534,0.366,30.38
SHEL,1736084936278,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.85,8358254.0,-1.0,-1.0,1.379,-0.582,62.43
COP,1736084937588,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.53,3964653.0,-1.0,-1.0,0.533,0.416,33.86
SHEL,1736084938251,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.98,8321368.0,-1.0,-1.0,1.381,-0.511,59.42
XOM,1736084940055,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.07,11001895.0,-1.0,-1.0,0.818,0.555,38.98
SHEL,1736084941119,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.73,7999728.0,-1.0,-1.0,1.369,-0.596,59.66
COP,1736084943027,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.67,4027202.0,-1.0,-1.0,0.541,0.5,37.76
XOM,1736084943976,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.53,10870032.0,-1.0,-1.0,0.815,0.653,40.16
XOM,1736084949120,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.78,10381972.0,-1.0,-1.0,0.824,0.664,39.44
BP,1736084950572,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.01,8045877.0,-1.0,-1.0,0.241,0.904,57.56
SHEL,1736084956526,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.93,7665858.0,-1.0,-1.0,1.398,-0.683,51.64
XOM,1736084957527,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.71,10334119.0,-1.0,-1.0,0.843,0.602,40.45
BP,1736084958353,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.08,7887160.0,-1.0,-1.0,0.239,1.0,59.43
XOM,1736084960364,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.5,9418866.0,-1.0,-1.0,0.849,0.449,43.15
COP,1736084961931,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.22,4079363.0,-1.0,-1.0,0.542,0.379,38.1
SHEL,1736084967661,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.0,7838436.0,-1.0,-1.0,1.367,-0.739,51.51
BP,1736084969218,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.03,7264321.0,-1.0,-1.0,0.241,0.947,64.62
XOM,1736084973213,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.41,9969412.0,-1.0,-1.0,0.842,0.492,45.9
SHEL,1736084989304,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.12,8041653.0,-1.0,-1.0,1.362,-0.68,58.92
BP,1736084992402,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.9,6763599.0,-1.0,-1.0,0.248,0.881,65.96
SHEL,1736084993679,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.44,8074335.0,-1.0,-1.0,1.326,-0.799,55.9
XOM,1736084995509,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.22,9348662.0,-1.0,-1.0,0.83,0.442,44.51
COP,1736084999517,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.15,4110764.0,-1.0,-1.0,0.539,0.429,31.65
SHEL,1736085007955,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.71,7748890.0,-1.0,-1.0,1.318,-0.873,60.2
COP,1736085013909,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.66,3169978.0,-1.0,-1.0,0.594,-0.207,22.92
SHEL,1736085015288,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.78,5126755.0,-1.0,-1.0,1.133,0.542,31.92
XOM,1736085017238,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.49,13111060.0,-1.0,-1.0,1.453,-0.742,6.26
SHEL,1736085020244,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.51,5112282.0,-1.0,-1.0,1.133,0.668,33.55
SHEL,1736085023554,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.51,4977984.0,-1.0,-1.0,1.152,0.705,30.39
XOM,1736085026397,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.49,12069251.0,-1.0,-1.0,1.449,-0.744,0.0
SHEL,1736085030627,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.8,4964821.0,-1.0,-1.0,1.168,0.855,29.88
BP,1736085046082,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.59,6508335.0,-1.0,-1.0,0.978,-0.537,67.07
SHEL,1736085046735,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.28,4777050.0,-1.0,-1.0,1.169,0.976,31.94
SHEL,1736085048345,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.03,4765949.0,-1.0,-1.0,1.181,0.903,28.55
SHEL,1736085053195,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.12,4949355.0,-1.0,-1.0,1.186,0.946,30.36
BP,1736085060537,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.48,6169842.0,-1.0,-1.0,0.962,-0.556,63.83
XOM,1736085060938,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.22,10188613.0,-1.0,-1.0,1.394,-0.6,8.98
XOM,1736085062960,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.09,10093367.0,-1.0,-1.0,1.362,-0.511,10.56
SHEL,1736085063217,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.39,4356465.0,-1.0,-1.0,1.208,0.864,22.68
XOM,1736085064403,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.52,10166436.0,-1.0,-1.0,1.354,-0.438,9.9
COP,1736085067142,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.31,3253195.0,-1.0,-1.0,0.564,0.353,19.74
BP,1736085072554,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.42,6177054.0,-1.0,-1.0,0.987,-0.529,70.57
SHEL,1736085074194,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.54,4432601.0,-1.0,-1.0,1.197,0.927,26.11
BP,1736085080372,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.63,5790709.0,-1.0,-1.0,1.006,-0.52,64.52
XOM,1736085081309,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.63,10402939.0,-1.0,-1.0,1.308,-0.381,5.65
XOM,1736085083847,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.49,10443314.0,-1.0,-1.0,1.314,-0.459,5.57
BP,1736085093594,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.88,5630440.0,-1.0,-1.0,1.03,-0.582,66.63
BP,1736085099471,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.76,5536542.0,-1.0,-1.0,1.011,-0.508,65.82
XOM,1736085099896,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.09,10339494.0,-1.0,-1.0,1.305,-0.58,7.39
XOM,1736085101538,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.75,10696061.0,-1.0,-1.0,1.314,-0.571,6.13
BP,1736085103994,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.57,5323276.0,-1.0,-1.0,1.02,-0.381,68.03
XOM,1736085106409,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.29,9704952.0,-1.0,-1.0,1.262,-0.631,4.35
XOM,1736085108727,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.01,9996925.0,-1.0,-1.0,1.272,-0.562,2.8
ETHEREUM,1736081403881,XTB_FEED,MARKET_DATA,3614.7,3627.2,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736081406654,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.41,13214026.0,-1.0,-1.0,0.377,-0.05,63.09
XOM,1736081408108,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.77,13145591.0,-1.0,-1.0,0.376,-0.055,60.41
XOM,1736081409024,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.17,13677716.0,-1.0,-1.0,0.383,-0.122,59.54
COP,1736081409985,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.73,3322062.0,-1.0,-1.0,1.468,0.178,33.53
ETHEREUM,1736081408083,XTB_FEED,MARKET_DATA,3614.05,3626.55,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736081414554,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.77,3472648.0,-1.0,-1.0,1.484,0.091,30.76
ETHEREUM,1736081414840,XTB_FEED,MARKET_DATA,3613.9,3626.8,-1.0,-1.0,12.9,12.9,-1.0,-1.0,-1.0
BP,1736081417491,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.54,6456771.0,-1.0,-1.0,0.694,0.424,39.52
XOM,1736081418977,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.64,13514762.0,-1.0,-1.0,0.397,-0.074,60.94
ETHEREUM,1736081414840,XTB_FEED,MARKET_DATA,3613.9,3626.8,-1.0,-1.0,12.9,12.9,-1.0,-1.0,-1.0
ETHEREUM,1736081422381,XTB_FEED,MARKET_DATA,3613.8,3626.3,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736081425566,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.22,4836853.0,-1.0,-1.0,0.394,-0.467,57.19
ETHEREUM,1736081424882,XTB_FEED,MARKET_DATA,3613.75,3626.25,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736081428249,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.93,15182441.0,-1.0,-1.0,0.419,0.068,59.49
COP,1736081429073,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.9,3603507.0,-1.0,-1.0,1.482,0.109,27.74
ETHEREUM,1736081424882,XTB_FEED,MARKET_DATA,3613.75,3626.25,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736081432671,XTB_FEED,MARKET_DATA,3613.75,3626.25,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736081439688,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.61,15077250.0,-1.0,-1.0,0.424,0.064,54.27
SHEL,1736081440371,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.57,5639581.0,-1.0,-1.0,0.383,-0.472,61.55
ETHEREUM,1736081441547,XTB_FEED,MARKET_DATA,3613.72,3626.22,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736081443799,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.1,5328121.0,-1.0,-1.0,0.392,-0.376,56.22
XOM,1736081445663,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.4,15474748.0,-1.0,-1.0,0.428,0.104,50.4
COP,1736081446735,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.09,3399944.0,-1.0,-1.0,1.495,-0.092,21.68
ETHEREUM,1736081442882,XTB_FEED,MARKET_DATA,3613.2,3625.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736081449122,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.36,5026897.0,-1.0,-1.0,0.399,-0.43,67.39
COP,1736081451160,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.91,3233491.0,-1.0,-1.0,1.499,-0.009,24.12
ETHEREUM,1736081448681,XTB_FEED,MARKET_DATA,3613.15,3625.65,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736081454596,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.17,3132400.0,-1.0,-1.0,1.513,0.074,23.91
SHEL,1736081455335,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.22,5149505.0,-1.0,-1.0,0.391,-0.411,62.7
ETHEREUM,1736081448681,XTB_FEED,MARKET_DATA,3613.15,3625.65,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736081457210,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.17,5340688.0,-1.0,-1.0,0.387,-0.387,57.79
ETHEREUM,1736081457682,XTB_FEED,MARKET_DATA,3613.3,3625.8,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736081464027,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.47,6401106.0,-1.0,-1.0,0.69,0.242,37.42
ETHEREUM,1736081463683,XTB_FEED,MARKET_DATA,3613.2,3625.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736081466514,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.1,3341992.0,-1.0,-1.0,1.52,0.069,21.18
ETHEREUM,1736081463683,XTB_FEED,MARKET_DATA,3613.2,3625.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736081473061,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.17,5611608.0,-1.0,-1.0,0.386,-0.379,51.61
ETHEREUM,1736081475081,XTB_FEED,MARKET_DATA,3614.6,3627.1,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736081476981,XTB_FEED,MARKET_DATA,3614.85,3627.35,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736081479703,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.95,3181669.0,-1.0,-1.0,1.539,0.149,37.48
ETHEREUM,1736081480381,XTB_FEED,MARKET_DATA,3614.7,3627.2,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736081485482,XTB_FEED,MARKET_DATA,3614.7,3627.2,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736081490082,XTB_FEED,MARKET_DATA,3614.55,3627.05,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736081490997,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.37,6980799.0,-1.0,-1.0,0.662,0.266,40.58
COP,1736081491999,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.69,3272350.0,-1.0,-1.0,1.524,0.106,38.37
BP,1736081493410,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.28,6687179.0,-1.0,-1.0,0.664,0.167,36.4
ETHEREUM,1736081492982,XTB_FEED,MARKET_DATA,3614.55,3627.05,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
